Text,色情,冒犯,政治,犯罪,禁用語,外部連結
The shit that you bitches brag about is hilarious,1.0,0.75,0.0,0.0,0.0,0.0
The solution is simple  buy a bitch,1.0,0.75,0.0,0.0,0.0,0.0
The spot is open for you take so your better grab it before another bitch do and if she is determined and beautiful enough she will do it,1.0,0.75,0.0,0.0,0.0,0.0
"The streets a dirty hoe, niggad try to wife it though.",0.0,1.0,0.0,0.0,0.0,0.0
The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now,1.0,1.0,0.0,0.0,0.0,0.0
"The thinner the eyebrow, the crazier the bitch",1.0,0.75,0.0,0.0,0.0,0.0
The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame.,1.0,0.75,0.0,0.0,0.0,0.0
The two ringless fags RT  Barkley  Reggie were talking nonsense the entire game,1.0,0.5,0.0,0.0,0.0,0.0
The type of bitches that I like think broke is disgusting,1.0,0.75,0.0,0.0,0.0,0.0
The ugliest bitches swear they bad.. But ,1.0,0.75,0.0,0.0,0.0,0.0
The undesirables RT    these bitches big bruh,1.0,0.75,0.0,0.0,0.0,0.0
The value of Abu Qutadas statement is that his credentials in Jihadi circles are impeccable. Hes facing trial on terrorism charges.,0.0,0.0,0.0,0.0,0.0,0.0
"The water isn't yellow, I'm a healthy student",0.0,0.0,0.0,0.0,0.0,0.0
The way Hawk Girl did Green Lantern is why I do not trust these hoes nope,0.0,0.75,0.0,0.0,0.0,0.0
"The way I fuck her, you would think I love this bitch",1.0,0.75,0.0,0.0,0.0,0.0
The way I see it.... you bitches are fake by affiliation ..,1.0,0.75,0.0,0.0,0.0,0.0
The way a Klansman would say nigger slave is the way the  says Conservative. They  literally sees conservatives as their slaves.,0.0,1.0,0.0,0.0,0.0,0.0
The weeknd is why bitches love dark skin fellas now.,1.0,0.75,0.0,0.0,0.0,0.0
The whole afternoon has been about the deep voiced bitch,1.0,0.75,0.0,0.0,0.0,0.0
The wife's new bitch... Her name is Ursula.. ,1.0,0.75,0.0,0.0,0.0,0.0
The willow tree in Pocohontas was my bitch at 7 years old,1.0,0.75,0.0,0.0,0.0,0.0
The word bitch don't apply to all women but all women got a little bitch in em,1.0,1.0,0.0,0.0,0.0,0.0
The world is yours n every bitch in it,1.0,1.0,0.0,0.0,0.0,0.0
The world will be a better place when bitches like her dies lonely ,1.0,0.75,0.0,0.0,0.0,0.0
Thee Bears are trash tho...,0.0,0.0,0.0,0.0,0.0,0.0
"Their #1 insult. Even if it's self-deprecating. The first thing straights go to is faggot, queer, tranny, gay. Even supposed allies.",1.0,1.0,0.0,0.0,0.0,0.0
Their gotta be a loaded lux vs Murda mook 3,0.0,0.0,0.0,0.0,0.0,0.0
Their salsa negro is awesome...  ,0.0,0.25,0.0,0.0,0.0,0.0
Them Bad bitches blow kisses by my earlobe,1.0,0.75,0.0,0.0,0.0,0.0
Them brownies tho ,0.0,0.0,0.0,0.0,0.0,0.0
Them chicks tried.to put me under the fire lol I'm not a dirt bag courting with a dumb hoe though.,0.0,0.75,0.0,0.0,0.0,0.0
Them gay dudes stay with the baddest bitches.....no punch line,1.0,1.0,0.0,0.0,0.0,0.0
Them hoes don't like me ,0.0,0.75,0.0,0.0,0.0,0.0
Them hoes gone be called strvp,0.0,1.0,0.0,0.0,0.0,0.0
Them hoes look so clean on foot.,0.0,0.5,0.0,0.0,0.0,0.0
Them old bytches sorry as phuck in the sack...  The pussy get ripe in her 30's,1.0,0.75,0.0,0.0,0.0,0.0
Them pretty bitches love me them bitches love me #GUCCCCCI,1.0,0.75,0.0,0.0,0.0,0.0
"Them pretty nail bitches, them bail you outta jail bitches.",1.0,0.75,0.0,0.0,0.0,0.0
Them queer ass shorts Rabchenko got on,1.0,1.0,0.0,0.0,0.0,0.0
"Them quicc to blast bitches, them all about the CASH Bitches ",1.0,0.75,0.0,0.0,0.0,0.0
Them quiet girls be hoes to watch out,0.0,0.75,0.0,0.0,0.0,0.0
Them shits ugly hoe. RT  ......... RT  All these nuggets  u still actin chicken. ,0.0,0.75,0.0,0.0,0.0,0.0
Them shootas is out at ma grandmama house I ain't been around this bitch ina minute .,1.0,1.0,0.0,0.0,0.0,0.0
"Them shootas is out by my grandmoma house, I ain't been round this bitch in a MINUTE",1.0,0.75,0.0,0.0,0.0,0.0
Them squirrels are faggots b RT  #ThreesomeThursdays ? ,1.0,1.0,0.0,0.0,0.0,0.0
Them taz angel hoes need some furniture,0.0,1.0,0.0,0.0,0.0,0.0
Them women at the bar @ #happyhour are there for your pleasure them old hoes be pure #savages ,0.0,0.75,0.0,0.0,0.0,0.0
Then I hit that bitch like a free throw ,1.0,0.75,0.0,0.0,0.0,0.0
"Then I went inside, in order to hide from mutant bird",0.0,0.25,0.0,0.0,0.0,0.0
Then Zerah the Cushite came against them with an army of one million men and 300 chariots. They came as far as Mare ,0.0,0.0,0.0,0.0,0.0,0.0
Then again... bitches are expensive and I'm on a budget boo. I can't afford all that shit you bitches be wanting.,1.0,0.75,0.0,0.0,0.0,0.0
Then again... i shoot bitches in the ass for doing some stupid shit like key my car or bust my windows.,1.0,0.75,0.0,0.0,0.0,0.0
Then bitches gon fuck just because money long .,1.0,0.75,0.0,0.0,0.0,0.0
Then i fuck yo bitch,1.0,0.75,0.0,0.0,0.0,0.0
Then the Mexican bitch wanna speak some other fuckin language  then give attitude. Can't speak right ass Tf,1.0,1.0,0.0,0.0,0.0,0.0
Then there's this stupid bitch in my class that literally has to ask a question every time the professor says something.,1.0,1.0,0.0,0.0,0.0,0.0
"Then they wanna ask you Maad questions, bitch just tell me what you need me to do and stop interrupting my playlist",1.0,0.75,0.0,0.0,0.0,0.0
Then this bitch singing sounds like a horse being choked,1.0,0.75,0.0,0.0,0.0,0.0
Then ya'll idolize Kanye when he wifed up a hoe. Lol,0.0,0.75,0.0,0.0,0.0,0.0
"Then you would've died if you didn't breathe, bitch",1.0,0.75,0.0,0.0,0.0,0.0
There are 2 types of niggas in this world. Real niggas ...  bitch niggas,1.0,0.75,0.0,0.0,0.0,0.0
There are LOTS of top tier wrestlers who started as yardies.,0.0,0.25,0.0,0.0,0.0,0.0
"There are girls. There are women. There are ladies. And there are bitches. You ma'am, is a beeeitch. A dumb ass bitch hahaha.",1.0,0.75,0.0,0.0,0.0,0.0
There are some real life hoes on IG. Crazy.,0.0,0.5,0.0,0.0,0.0,0.0
There are some retarded ass movies on Netflix,1.0,1.0,0.0,0.0,0.0,0.0
There is a time  a place 4 decaf coffee. Never  in the trash.  #MommyMonday humor via   ,0.0,0.0,0.0,0.0,0.0,0.0
There is a trash bag in my hall thats been there for like 2 wks. Weird thing it changes consistency every few days,0.0,0.0,0.0,0.0,0.0,0.0
There is no such rule as tie goes to the runner. Out or safe. #Yankees #JohnSterling,0.0,0.0,0.0,0.0,0.0,0.0
There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem...,0.0,0.75,0.0,0.0,0.0,0.0
There is this yellow thing in the sky. I don't know what to make of it.,0.0,0.0,0.0,0.0,0.0,0.0
There it is these bitches be having joint custody dick and acting up. Understand that's part time. No benefits.,1.0,0.75,0.0,0.0,0.0,0.0
There may be a fag hag switch a 'comin,1.0,1.0,0.0,0.0,0.0,0.0
There should be a side trip into DC to Charlie Palmers during CPAC    ,0.0,0.25,0.0,0.0,0.0,0.0
There was a reason why I blocked this bitch,1.0,0.75,0.0,0.0,0.0,0.0
There you go acting like a hoe ,0.0,1.0,0.0,0.0,0.0,0.0
There's a bird nest in my garage and so now when the birds fly out they poop on my car. ,0.0,0.0,0.0,0.0,0.0,0.0
There's a different between ya bitch a ya friends your bitch Rey to build wit you your friends just tryna compete.,1.0,0.75,0.0,0.0,0.0,0.0
There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,0.0,0.25,0.0,0.0,0.0,0.0
There's a lot of big booty bitches at pharr gym ,1.0,0.75,0.0,0.0,0.0,0.0
There's a special place in hell for people who slam on their brakes for yellow lights ,0.0,0.25,0.0,0.0,0.0,0.0
There's apparently a wee cunt who's a year younger than me called Sean brown being cheeky about me lol,0.0,1.0,0.0,0.0,0.0,0.0
"There's dudes on twitter who have no respect for their dick.You know,the mirror selfie niggaz,the nude droppers,dick avis,pussy eating avis?",1.0,0.75,0.0,0.0,0.0,0.0
"There's gonna be a lot of trash talk today
#worldcup",0.0,0.0,0.0,0.0,0.0,0.0
There's gotta be like 20 white trash motherfuckers living in that house and I don't think any of them have a job,1.0,1.0,0.0,0.0,0.0,0.0
There's like 5 injuries a game in football.. Shit trash lol,0.0,0.75,0.0,0.0,0.0,0.0
There's like one of my ex's that's still kinda cute. Most them bitches got fat.,1.0,0.75,0.0,0.0,0.0,0.0
"There's no one to flirt with, Mad bitches in my inbox. Skrr skrr",1.0,0.75,0.0,0.0,0.0,0.0
There's not enough day in the hours to cheat on her if she's sucking your dick right. Too drained to look for other mouth and pussy,1.0,0.75,0.0,0.0,0.0,0.0
There's other bad bitches ,1.0,0.75,0.0,0.0,0.0,0.0
There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife,0.0,0.25,0.0,0.0,0.0,0.0
"Theres a girl in your avi, you must get so many bitches",1.0,0.75,0.0,0.0,0.0,0.0
Theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch,1.0,0.75,0.0,0.0,0.0,0.0
These UT hoes be goin ,0.0,0.75,0.0,0.0,0.0,0.0
These are insane and Cigars trash? Foam done bumped his head RT  These are insane. Like so insane. ,0.0,0.25,0.0,0.0,0.0,0.0
These bad bitches really ain't that bad when you see a pic of Aaliyah,1.0,0.75,0.0,0.0,0.0,0.0
These birds messy.,0.0,0.0,0.0,0.0,0.0,0.0
These bitches ain't shit I forgot to mention .,1.0,0.75,0.0,0.0,0.0,0.0
These bitches ain't to be trusted...,1.0,0.75,0.0,0.0,0.0,0.0
These bitches aint playin'. A jealous woman does better research than the FBI.,1.0,0.75,0.0,0.0,0.0,0.0
These bitches always trippin,1.0,0.75,0.0,0.0,0.0,0.0
These bitches are taking forevs doe,1.0,0.75,0.0,0.0,0.0,0.0
These bitches be judging like they experience life and in the billion dollar club. I'm highly favor  doing pretty damn well ,1.0,0.75,0.0,0.0,0.0,0.0
These bitches been killin me all day,1.0,0.75,0.0,0.0,0.0,0.0
These bitches boringgggg,1.0,0.75,0.0,0.0,0.0,0.0
These bitches both average. Lmao @ baddie  Pretty girls be like ,1.0,0.75,0.0,0.0,0.0,0.0
These bitches crazzzyyyyyy,1.0,1.0,0.0,0.0,0.0,0.0
These bitches dead be sucking and fucking niggaz with no condom...then wanna rock a whitw dress the next day like bout dem clean,1.0,0.75,0.0,0.0,0.0,0.0
These bitches dont want no boyfriend ... They want a pimp,1.0,0.75,0.0,0.0,0.0,0.0
These bitches fake one min talking about a hoe next min bestfriends with the hoe,1.0,0.75,0.0,0.0,0.0,0.0
These bitches finna fuck up my birthday week...,1.0,1.0,0.0,0.0,0.0,0.0
These bitches funny like mike epps,1.0,0.75,0.0,0.0,0.0,0.0
These bitches gotta realize that their nigga WANTS ME  if he doesn't now he did several occasions before ,1.0,0.75,0.0,0.0,0.0,0.0
These bitches irri.. irri irri..irri irri,1.0,1.0,0.0,0.0,0.0,0.0
These bitches irritating,1.0,0.75,0.0,0.0,0.0,0.0
These bitches is crazy,1.0,0.75,0.0,0.0,0.0,0.0
These bitches is wild,1.0,0.75,0.0,0.0,0.0,0.0
These bitches loud for no reason,1.0,0.75,0.0,0.0,0.0,0.0
These bitches love me. These niggas copy,1.0,0.75,0.0,0.0,0.0,0.0
These bitches love soda,1.0,0.75,0.0,0.0,0.0,0.0
These bitches love sodaa,1.0,0.75,0.0,0.0,0.0,0.0
These bitches man they love to HARASS,1.0,0.75,0.0,0.0,0.0,0.0
These bitches need to get out of bed and I'll make them cheeseburgers ( #ImAHomie,1.0,0.75,0.0,0.0,0.0,0.0
These bitches really be out here on backpage hoe-ing  watch yo bitch she could be on there ,1.0,1.0,0.0,0.0,0.0,0.0
These bitches really love soda out here,1.0,0.75,0.0,0.0,0.0,0.0
These bitches really marry to some rich ass niggas,1.0,1.0,0.0,0.0,0.0,0.0
These bitches smell like fish ,1.0,0.75,0.0,0.0,0.0,0.0
These bitches so broke instead of go get it they quick to go ask for somethin,1.0,0.75,0.0,0.0,0.0,0.0
These bitches so redundant,1.0,0.75,0.0,0.0,0.0,0.0
These bitches talking shit but they whisper it?,1.0,0.75,0.0,0.0,0.0,0.0
These bitches think they know snap. Ha bitch I am snap,1.0,0.75,0.0,0.0,0.0,0.0
These bitches want the next best thing,1.0,0.75,0.0,0.0,0.0,0.0
"These bitches washed up, ain't no soap involved.",1.0,0.75,0.0,0.0,0.0,0.0
These brownies ,0.0,0.0,0.0,0.0,0.0,0.0
These brownies are bomb ,0.0,0.25,0.0,0.0,0.0,0.0
These bum ass bitches on my block drawin,1.0,0.75,0.0,0.0,0.0,0.0
These celebrity niggas be passing these Kardashian hoes around monthly,1.0,0.75,0.0,0.0,0.0,0.0
These cheetos taste likka steak right nah boy these bitches going DUMB,1.0,1.0,0.0,0.0,0.0,0.0
These chicks use what they got to get what they want. Bunch of Ronnie  Trickz ass hoes.,1.0,0.75,0.0,0.0,0.0,0.0
These chubby hoes are always on a diet......,0.0,0.5,0.0,0.0,0.0,0.0
These customers are fucking crazy this bitch said God will smite me because her dumbass locked herself out of her account.,1.0,0.75,0.0,0.0,0.0,0.0
These days bitches be just letting anyone hit raw ,1.0,1.0,0.0,0.0,0.0,0.0
These fat hoes think they slick posting neck up pics and shit,0.0,0.75,0.0,0.0,0.0,0.0
These girls eyebrows make them look like 2$ hoes walking down FIB,0.0,0.75,0.0,0.0,0.0,0.0
These girls going to school with all kind og aquatic colored weaves in their head.Fuck going on?,0.0,0.75,0.0,0.0,0.0,0.0
These groupie bitches wild enough to suck a babies dick,1.0,0.75,0.0,0.0,0.0,0.0
These ho%e$ for everybody just like these niggahs for everybody A hoe gone be a hoe regardless and (cont) ,0.0,1.0,0.0,0.0,0.0,0.0
These hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca,1.0,0.75,0.0,0.0,0.0,0.0
These hoe niggas havnt seen half of me. #2chainz,0.0,1.0,0.0,0.0,0.0,0.0
These hoes a fool too ,0.0,1.0,0.0,0.0,0.0,0.0
These hoes a smash on one of yo niggas and be very proud,0.0,1.0,0.0,0.0,0.0,0.0
These hoes ain't got nothing on ya,0.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't loyal,0.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't loyal ,0.0,1.0,0.0,0.0,0.0,0.0
These hoes ain't loyal ,0.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't loyal ,0.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't loyal RT   man thats the realest shirt i seen tonight. A chick with a flip phone robbed me,0.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't loyal RT  Naya Rivera got married three months after breaking up with Big Sean ,0.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't loyal and niggas ain't either,0.0,1.0,0.0,0.0,0.0,0.0
These hoes ain't loyal#,0.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't loyal...,0.0,1.0,0.0,0.0,0.0,0.0
These hoes ain't loyallll,0.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't shit I ain't tripping off a Thot... ion like conversation you gone let me fuck or not,1.0,0.75,0.0,0.0,0.0,0.0
These hoes ain't yours it's just yo turn # u hear me?,0.0,0.75,0.0,0.0,0.0,0.0
These hoes aint loyal ,0.0,0.75,0.0,0.0,0.0,0.0
These hoes aint yours,0.0,0.75,0.0,0.0,0.0,0.0
These hoes always gone Thot around to who ever give them attention at the time,0.0,0.75,0.0,0.0,0.0,0.0
These hoes are hilarious these days ,0.0,0.5,0.0,0.0,0.0,0.0
These hoes be actin up and these niccas be actin tough ,0.0,1.0,0.0,0.0,0.0,0.0
These hoes be boof smh,0.0,0.75,0.0,0.0,0.0,0.0
These hoes be busting nuts when they get a RT,0.0,0.75,0.0,0.0,0.0,0.0
"These hoes be flawgen i swear bruh, a nigga dont want yall",0.0,0.75,0.0,0.0,0.0,0.0
These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas,1.0,1.0,0.0,0.0,0.0,0.0
These hoes be thirsty for attention,0.0,0.75,0.0,0.0,0.0,0.0
These hoes be trying 2much doing 2much,0.0,0.75,0.0,0.0,0.0,0.0
These hoes cant fuck wit you,1.0,1.0,0.0,0.0,0.0,0.0
These hoes crazy yo.,0.0,0.75,0.0,0.0,0.0,0.0
These hoes don't get me in my feelings one bit.,0.0,0.5,0.0,0.0,0.0,0.0
These hoes don't like a nigga they love my money these niggas don't like a nigga they all want some'n ,0.0,1.0,0.0,0.0,0.0,0.0
These hoes everybody hoes lol go at any bitch bet u get her easy ,1.0,0.75,0.0,0.0,0.0,0.0
These hoes get thick n fat confused way more than often,0.0,0.75,0.0,0.0,0.0,0.0
These hoes gettin replaced soon as they start to fuck wit my cheques,1.0,1.0,0.0,0.0,0.0,0.0
These hoes getting outta hand #mane,0.0,0.75,0.0,0.0,0.0,0.0
These hoes getting smart gotta watch them,0.0,0.75,0.0,0.0,0.0,0.0
These hoes going BROKE trying to look RICH. ACT your WAGE,0.0,0.5,0.0,0.0,0.0,0.0
These hoes got more bodies than a cemetery.,0.0,1.0,0.0,0.0,0.0,0.0
These hoes gotta pay for my company,0.0,0.75,0.0,0.0,0.0,0.0
These hoes here mane. You are what you let inside you. Remember.,0.0,1.0,0.0,0.0,0.0,0.0
These hoes is lost RT   hahaha how much you wanna bet she don't get the job lmao,0.0,1.0,0.0,0.0,0.0,0.0
These hoes keep callin but I ain't pickin up,0.0,0.75,0.0,0.0,0.0,0.0
These hoes kno bout me,0.0,0.75,0.0,0.0,0.0,0.0
These hoes need Jesus y'all.,0.0,0.75,0.0,0.0,0.0,0.0
These hoes need to stop hittin blunts and hit the gym unhealthy mfs ,0.0,0.5,0.0,0.0,0.0,0.0
These hoes needa stop tryna split relationships and get they're own damn man,0.0,0.75,0.0,0.0,0.0,0.0
These hoes out here be GOIN UP  But we not at you bitches that's what hoes do ,1.0,0.75,0.0,0.0,0.0,0.0
These hoes out here beefing bout as important as these hoes out here queefing. Y'all blowing vaginal wind back  forth. STFU  GET MONEY,1.0,0.75,0.0,0.0,0.0,0.0
"These hoes out here carrying infections, yaw niggas better rap up w/ dat Latex Haha",0.0,1.0,0.0,0.0,0.0,0.0
These hoes pickin and choosin.. that's why these niggas stickin and movin,0.0,0.75,0.0,0.0,0.0,0.0
These hoes really make me laugh lol,0.0,1.0,0.0,0.0,0.0,0.0
These hoes say I'm too much. I think I'm too much,0.0,0.75,0.0,0.0,0.0,0.0
These hoes soo ,0.0,0.75,0.0,0.0,0.0,0.0
These hoes swear their faithful,0.0,1.0,0.0,0.0,0.0,0.0
These hoes they be homie hopping  But idgf AIN'T NO FUN IF THA HOMIES CAN'T HAVE NUN  GO UP THEN,0.0,0.75,0.0,0.0,0.0,0.0
These hoes they loving the crewwww ,0.0,0.5,0.0,0.0,0.0,0.0
These hoes want love so bad ,0.0,0.75,0.0,0.0,0.0,0.0
These hoes was just really fighting ova Some rally's tho on 30th,0.0,0.75,0.0,0.0,0.0,0.0
These hoes will be exposed,0.0,0.5,0.0,0.0,0.0,0.0
These hoes worried bout the wrong things in life,0.0,1.0,0.0,0.0,0.0,0.0
These infected ass hoes think its okay to talk to other ppl boyfriend. Like that's not funny nor cute to pussy hop all over the place,1.0,1.0,0.0,0.0,0.0,0.0
These kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down,1.0,0.75,0.0,0.0,0.0,0.0
These la bitches thirsty for a hit single,1.0,0.75,0.0,0.0,0.0,0.0
These lame bitches don't have a fighting chance....,1.0,0.75,0.0,0.0,0.0,0.0
These lil hoes sitting across da way too fuckin loud. Like damn hoe your sittin less than 2 feet from each other shut the hell up,1.0,0.75,0.0,0.0,0.0,0.0
These lil niggas can't hang big shit poppin bitch and big my first name,1.0,0.75,0.0,0.0,0.0,0.0
"These little girls at Simons were telling me they like my huf socks, bitch go home  do your homework",1.0,0.75,0.0,0.0,0.0,0.0
These new bottoms are something else... RT  You put nair on your pussy for the gram? Ok ,1.0,0.75,0.0,0.0,0.0,0.0
These niccas sangin on dey partnas witout a Grammy award,0.0,1.0,0.0,0.0,0.0,0.0
These niccas want war give me what you got #WeTheLastOnesLeft #UMightNotGetIn #BeerandTacOS ,0.0,1.0,0.0,0.0,0.0,0.0
These niggas ain't shit but hoes with tricks,0.0,1.0,0.0,0.0,0.0,0.0
These niggas be actin like bitches,1.0,0.75,0.0,0.0,0.0,0.0
These niggas cars be $800 and they have the nerve to put some 2500 rims and some speakers in the bitch,1.0,0.75,0.0,0.0,0.0,0.0
"These niggas designing these bitches, they got zippers on hoes",1.0,0.75,0.0,0.0,0.0,0.0
These niggas groupies they act worse than these hoes do,0.0,1.0,0.0,0.0,0.0,0.0
These niggas pillow talkin thats hoe shit,0.0,0.75,0.0,0.0,0.0,0.0
These niggas pure pussy I see it in they faces,1.0,0.75,0.0,0.0,0.0,0.0
These niggas rather love these hoes then get money smh what the fuck wrong with these niggas,1.0,1.0,0.0,0.0,0.0,0.0
These niggas retarded... Lmfaoo,0.0,1.0,0.0,0.0,0.0,0.0
These niggas run they mouth like bitches,1.0,0.75,0.0,0.0,0.0,0.0
"These nigs is haters man, and I've made myself so easy to luv",0.0,0.75,0.0,0.0,0.0,0.0
These nigs like saying they miss the old vice,0.0,0.75,0.0,0.0,0.0,0.0
These parents nd giving they kids ghetto ass names Ronkieshietta. Bro are you serious?? That tipped the scale fa me,1.0,1.0,0.0,0.0,0.0,0.0
These peanut butter brownies bout to give me life too ,1.0,0.0,0.0,0.0,0.0,0.0
These people are fags.,1.0,1.0,0.0,0.0,0.0,0.0
These people at jury selection are retarded,0.0,1.0,0.0,0.0,0.0,0.0
These ratchet hoes are something else this school smells like a fucking zoo,1.0,0.75,0.0,0.0,0.0,0.0
"These rednecks around here won't like that shit...put that wall up, they say",0.0,1.0,0.0,0.0,0.0,0.0
These shoes are going to be a bitch to break in tomorrow,1.0,0.75,0.0,0.0,0.0,0.0
These side bitches will wait til they know u wit ya lady to text u hey boo bitch gtfoh,1.0,1.0,0.0,0.0,0.0,0.0
These side bitches winning son ...,1.0,0.75,0.0,0.0,0.0,0.0
These smoking commercials be blowing me. Like bitch it's yo fault yo child was premature shouldn't have been smoking while you was pregnant,1.0,0.75,0.0,0.0,0.0,0.0
"These sons of bitches came into his chruch, threatened to kill him",1.0,1.0,0.0,0.0,0.0,0.0
"These sour apple bitter bitches, I'm not fuckin wit em",1.0,1.0,0.0,0.0,0.0,0.0
"These women ain't shit but hoes w/ tricks , baby boy I'm different ",0.0,0.75,0.0,0.0,0.0,0.0
These women ain't shit but hoes w/ tricks ; babygirl you different ,0.0,0.75,0.0,0.0,0.0,0.0
They Faggots  Orioles petty as fuck...got swept up outta this bitch,1.0,1.0,0.0,0.0,0.0,0.0
They are mostly restaurants. I'm a fat ho. RT  If you have more than 20 contacts in your phone you a hoe,0.0,1.0,0.0,0.0,0.0,0.0
"They be looking at Tom Brady while he going off on tge sidelines like, Whatever bitch. Lol",1.0,0.75,0.0,0.0,0.0,0.0
They bitches I will penetrate you introduced me to your bitch,1.0,0.75,0.0,0.0,0.0,0.0
They call me chief weak bitch,1.0,0.75,0.0,0.0,0.0,0.0
They come out Charlie Sheen... They come out coupe machine ,0.0,0.25,0.0,0.0,0.0,0.0
They come to you out of the blue. They make others see red and green with envy. They aren't always black or white. You're not yellow luckily,0.0,0.0,0.0,0.0,0.0,0.0
They didn't lose the city. Red Sox fans are bandwagon fans just like Yankee fan. #morningjoe,0.0,0.0,0.0,0.0,0.0,0.0
They do the pussy good,1.0,0.75,0.0,0.0,0.0,0.0
They fail to realize Ion want Friends bitches switch up quiccer than I change the channel ,1.0,1.0,0.0,0.0,0.0,0.0
"They get attitudes like bitches too , i think some of yall niggas need a bra and panties",1.0,0.75,0.0,0.0,0.0,0.0
They got David taking out the trash ,0.0,0.25,0.0,0.0,0.0,0.0
They got some trashy ass hoes out here,1.0,1.0,0.0,0.0,0.0,0.0
They got the redskins faking injuries,0.0,0.0,0.0,0.0,0.0,0.0
They gotta keep the name Raiders tho they better not change it to some hillbilly ass Texas name,1.0,0.75,0.0,0.0,0.0,0.0
"They had a steak category. 

Ran that bitch like a busto.",1.0,0.75,0.0,0.0,0.0,0.0
"They hardly get sex...so when the opportunity of sick presents itself, their giving you some pussy...and boy are they generous",1.0,0.75,0.0,0.0,0.0,0.0
"They hating on you, because they know you bad, must be doing something right , if you got these bitches mad.",1.0,0.75,0.0,0.0,0.0,0.0
They have a clumsy bird too lol what is life,0.0,0.0,0.0,0.0,0.0,0.0
They have some ghetto ass bands * gets snuck* ,1.0,1.0,0.0,0.0,0.0,0.0
They have to. That division is trash  Saints gon win the NFC South...watch,0.0,0.0,0.0,0.0,0.0,0.0
"They hoes ain't loyal, they rotate",0.0,1.0,0.0,0.0,0.0,0.0
They love me at the place I bring my car to.....I don't know why Spanish men love me... sometimes I do look like a guala though Lol,0.0,0.25,0.0,0.0,0.0,0.0
They make sure they have these reality shows lined up for you hoes.They won't leave you high and dry.,0.0,0.75,0.0,0.0,0.0,0.0
They must be Russian birds Russian birds are known for invading Chiminea.  ,0.0,0.0,0.0,0.0,0.0,0.0
They really should expand this bitch with all the money,1.0,0.75,0.0,0.0,0.0,0.0
They rude RT  I wish you bitches would stop calling while I'm trying to get dicked down by your nigga ,1.0,0.75,0.0,0.0,0.0,0.0
They say I wouldn't make it now them same bitches is calling my cellular,1.0,0.75,0.0,0.0,0.0,0.0
They say life is what you make it bitch but I'm just tryna make it .. Straight up,1.0,0.75,0.0,0.0,0.0,0.0
"They say numbers dont lie, bitch im not the 1",1.0,0.75,0.0,0.0,0.0,0.0
They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.,0.0,0.0,0.0,0.0,0.0,0.0
They say our state bird is rare...I literally see one at least once a day,0.0,0.0,0.0,0.0,0.0,0.0
They should free all da real niccas n give the snitches da time,0.0,0.75,0.0,0.0,0.0,0.0
They should have never gave a cracker a transmitter  will flip when he sees this. ,0.0,1.0,0.0,0.0,0.0,0.0
They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,1.0,1.0,0.0,1.0,0.0,0.0
They some bitch ass niggas,1.0,0.75,0.0,0.0,0.0,0.0
They thought I wouldn't make it pussy nigga we made it,1.0,0.75,0.0,0.0,0.0,0.0
"They told me to fuc wit bitches but never trust em 
They told me they my niggas but I never trust em",1.0,1.0,0.0,0.0,0.0,0.0
They took it there bro you know I'm civil. RT   wait a minute Lol. Don't get ghetto V,0.0,0.25,0.0,0.0,0.0,0.0
"They trying to hoe Todd gurley, Johnny manziel signed them helmets and got off but suspend gurley the rest of season",0.0,0.25,0.0,0.0,0.0,0.0
They trynna hoe Geno TD throw,0.0,0.75,0.0,0.0,0.0,0.0
They updated Wukong's new splash so it doesn't look so fucking retarded,1.0,0.75,0.0,0.0,0.0,0.0
They use to call my mom Japs when she was younger. Lol Asian racial slurs.,0.0,0.25,0.0,0.0,0.0,0.0
"They were taking a picture and I saw a bird fly past and I was like, oh bird ",0.0,0.0,0.0,0.0,0.0,0.0
"They wouldn't let me use my old picture cause my hair was flawless. The woman at the front desk said I wouldn't have to retake, hatin' hoes",0.0,0.75,0.0,0.0,0.0,0.0
They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,0.0,0.75,0.0,0.0,0.0,0.0
Thick bitch on here tried to front on me earlier...,1.0,0.75,0.0,0.0,0.0,0.0
